,Title,F,M,MovieID,Rating,No.,MovieID,Genres
3387,Tom Jones (1963),3.913043478,3.842105263,1948,3.858585859,198,1948,Comedy
2065,"Man for All Seasons, A (1966)",4.3,4.20754717,1949,4.232876712,219,1949,Drama
1671,In the Heat of the Night (1967),4.177777778,4.112403101,1950,4.129310345,696,1950,Drama|Mystery
2433,Oliver! (1968),3.80952381,3.620155039,1951,3.694835681,213,1951,Musical
2161,Midnight Cowboy (1969),4.181208054,4.093385214,1952,4.113122172,663,1952,Drama
1246,"French Connection, The (1971)",3.923664122,4.130136986,1953,4.098722416,3444,1953,Action|Crime|Drama|Thriller
2818,Rocky (1976),3.711538462,3.995656895,1954,3.943312666,2258,1954,Action|Drama
1853,Kramer Vs. Kramer (1979),3.984126984,3.72392638,1955,3.796460177,452,1955,Drama
2469,Ordinary People (1980),4.12849162,3.914634146,1956,3.990138067,507,1956,Drama
645,Chariots of Fire (1981),3.843373494,3.77991453,1957,3.796529968,634,1957,Drama
3295,Terms of Endearment (1983),3.824175824,3.494252874,1958,3.60754717,1060,1958,Comedy|Drama
2481,Out of Africa (1985),3.894067797,3.507692308,1959,3.653354633,1252,1959,Drama|Romance
1881,"Last Emperor, The (1987)",4.072368421,3.946280992,1960,3.976415094,1272,1960,Drama|War
2714,Rain Man (1988),4.101648352,4.035196687,1961,4.053383459,1330,1961,Drama
988,Driving Miss Daisy (1989),4.059633028,3.785714286,1962,3.877300613,652,1962,Drama
3255,Take the Money and Run (1969),4.045454545,4.052884615,1963,4.051587302,252,1963,Comedy
1848,Klute (1971),3.853932584,3.788732394,1964,3.80794702,604,1964,Drama|Mystery
2766,Repo Man (1984),3.607692308,3.698872786,1965,3.683089214,1502,1965,Comedy|Sci-Fi
2154,Metropolitan (1990),3.49122807,3.709219858,1966,3.646464646,198,1966,Comedy
1862,Labyrinth (1986),3.925170068,3.533169533,1967,3.637184116,1662,1967,Adventure|Children's|Fantasy
514,"Breakfast Club, The (1985)",3.978571429,3.842716711,1968,3.879792073,3078,1968,Comedy|Drama
2377,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",2.319148936,2.321585903,1969,2.321167883,274,1969,Horror
2374,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",2.543478261,2.662162162,1970,2.641791045,268,1970,Horror
2375,"Nightmare on Elm Street 4: The Dream Master, A (1988)",2.244444444,2.23857868,1971,2.239669421,242,1971,Horror
2376,"Nightmare on Elm Street 5: The Dream Child, A (1989)",2.052631579,1.981481481,1972,1.995,200,1972,Horror
1238,Freddy's Dead: The Final Nightmare (1991),2.352941176,2.149171271,1973,2.181395349,215,1973,Horror
1253,Friday the 13th (1980),2.983050847,3.054263566,1974,3.041009464,317,1974,Horror
1254,Friday the 13th Part 2 (1981),2.111111111,2.486111111,1975,2.426900585,171,1975,Horror
1255,Friday the 13th Part 3: 3D (1982),1.75862069,2.017647059,1976,1.979899497,199,1976,Horror
1260,Friday the 13th: The Final Chapter (1984),1.636363636,2.258503401,1977,2.177514793,169,1977,Horror
1256,Friday the 13th Part V: A New Beginning (1985),1.272727273,2.165048544,1978,2.078947368,114,1978,Horror
1257,Friday the 13th Part VI: Jason Lives (1986),1.5,2.291666667,1979,2.178571429,112,1979,Horror
1258,Friday the 13th Part VII: The New Blood (1988),1.636363636,2.225,1980,2.153846154,91,1980,Horror
1259,Friday the 13th Part VIII: Jason Takes Manhattan (1989),1.444444444,1.877777778,1981,1.838383838,99,1981,Horror
1446,Halloween (1978),3.5,3.759615385,1982,3.713438735,506,1982,Horror
1449,Halloween II (1981),2.485714286,2.8125,1983,2.753846154,195,1983,Horror
1450,Halloween III: Season of the Witch (1983),1.857142857,2.131868132,1984,2.095238095,105,1984,Horror
1447,Halloween 4: The Return of Michael Myers (1988),2.19047619,2.453703704,1985,2.410852713,129,1985,Horror
1448,Halloween 5: The Revenge of Michael Myers (1989),1.85,2.177570093,1986,2.125984252,127,1986,Horror
2668,Prom Night (1980),2.333333333,2.328767123,1987,2.32967033,91,1987,Horror
1516,Hello Mary Lou: Prom Night II (1987),2.2,2.073170732,1988,2.098039216,51,1988,Horror
2669,Prom Night III: The Last Kiss (1989),1,1.538461538,1989,1.466666667,15,1989,Horror
2670,Prom Night IV: Deliver Us From Evil (1992),2,1.583333333,1990,1.6875,16,1990,Horror
652,Child's Play (1988),2.558139535,2.734693878,1991,2.70292887,239,1991,Horror
653,Child's Play 2 (1990),2.227272727,2.09009009,1992,2.112781955,133,1992,Horror
654,Child's Play 3 (1992),2,1.868421053,1993,1.896907216,97,1993,Horror
2615,Poltergeist (1982),3.653631285,3.693181818,1994,3.68427673,1590,1994,Horror|Thriller
2616,Poltergeist II: The Other Side (1986),2.675,2.352112676,1995,2.423076923,364,1995,Horror|Thriller
2617,Poltergeist III (1988),2.28,1.701149425,1996,1.830357143,224,1996,Horror|Thriller
1079,"Exorcist, The (1973)",3.537634409,4.067238913,1997,3.955932203,885,1997,Horror
1077,Exorcist II: The Heretic (1977),1.933333333,1.744897959,1998,1.769911504,113,1998,Horror
1078,"Exorcist III, The (1990)",2.736842105,2.75,1999,2.748031496,127,1999,Horror
1915,Lethal Weapon (1987),3.860681115,3.893404908,2000,3.88690842,6508,2000,Action|Comedy|Crime|Drama
1916,Lethal Weapon 2 (1989),3.581920904,3.537170264,2001,3.545004946,4044,2001,Action|Comedy|Crime|Drama
1917,Lethal Weapon 3 (1992),3.442748092,3.217585693,2002,3.25436409,3208,2002,Action|Comedy|Crime|Drama
1420,Gremlins (1984),3.055555556,3.324104235,2003,3.268041237,1552,2003,Comedy|Horror
1421,Gremlins 2: The New Batch (1990),2.614035088,2.495238095,2004,2.51344086,744,2004,Comedy|Horror
1386,"Goonies, The (1985)",3.725609756,3.429347826,2005,3.497206704,2148,2005,Adventure|Children's|Fantasy
2102,"Mask of Zorro, The (1998)",3.625482625,3.538674033,2006,3.561546287,2949,2006,Action|Adventure|Romance
2613,Polish Wedding (1998),2.617647059,2.741935484,2007,2.676923077,65,2007,Comedy
3331,"This World, Then the Fireworks (1996)",2.75,2.454545455,2008,2.533333333,45,2008,Crime|Drama|Film-Noir
3100,Soylent Green (1973),3.403225806,3.538888889,2009,3.518957346,844,2009,Sci-Fi|Thriller
2153,Metropolis (1926),4.107692308,4.077399381,2010,4.082474227,388,2010,Sci-Fi
259,Back to the Future Part II (1989),3.154506438,3.391351351,2011,3.343696028,2316,2011,Comedy|Sci-Fi
260,Back to the Future Part III (1990),3.133027523,3.267741935,2012,3.242160279,3444,2012,Comedy|Sci-Fi|Western
2627,"Poseidon Adventure, The (1972)",3.470588235,3.451292247,2013,3.454983923,1244,2013,Action|Adventure
1237,Freaky Friday (1977),3.378378378,3.037735849,2014,3.177777778,360,2014,Children's|Comedy
41,"Absent Minded Professor, The (1961)",3.469387755,3.446808511,2015,3.452631579,1140,2015,Children's|Comedy|Fantasy
197,"Apple Dumpling Gang Rides Again, The (1979)",3,2.564705882,2016,2.660550459,327,2016,Children's|Comedy|Western
247,Babes in Toyland (1961),3.095238095,2.919191919,2017,2.987654321,486,2017,Children's|Fantasy|Musical
277,Bambi (1942),3.788659794,3.713924051,2018,3.738539898,1178,2018,Animation|Children's
2940,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4.481132075,4.576628352,2019,4.560509554,1256,2019,Action|Drama
844,Dangerous Liaisons (1988),4.054607509,3.920833333,2020,3.971539457,1546,2020,Drama|Romance
1003,Dune (1984),3.354330709,3.356495468,2021,3.356147022,1578,2021,Fantasy|Sci-Fi
1890,"Last Temptation of Christ, The (1988)",3.491525424,3.543589744,2022,3.531496063,254,2022,Drama
1356,"Godfather: Part III, The (1990)",3.267123288,3.363057325,2023,3.34496124,2322,2023,Action|Crime|Drama
2726,"Rapture, The (1991)",3.139534884,3.39047619,2024,3.317567568,296,2024,Drama|Mystery
1972,Lolita (1997),3.27027027,3.380952381,2025,3.343891403,442,2025,Drama|Romance
945,Disturbing Behavior (1998),2.894736842,2.62601626,2026,2.689440994,322,2026,Horror|Thriller
2044,Mafia! (1998),2.333333333,2.468468468,2027,2.449612403,258,2027,Comedy|Crime
2894,Saving Private Ryan (1998),4.114782609,4.39894129,2028,4.337353939,7959,2028,Action|Drama|War
399,Billy's Hollywood Screen Kiss (1997),3.7,3.660714286,2029,3.671052632,152,2029,Comedy|Romance
0,"$1,000,000 Duck (1971)",3.375,2.761904762,2031,3.027027027,74,2031,Children's|Comedy
289,"Barefoot Executive, The (1971)",3.272727273,2.793103448,2032,2.925,80,2032,Children's|Comedy
410,"Black Cauldron, The (1985)",3.094339623,3.19047619,2033,3.165,400,2033,Animation|Children's
412,"Black Hole, The (1979)",2.807692308,2.769516729,2034,2.772881356,295,2034,Sci-Fi
419,Blackbeard's Ghost (1968),3.722222222,2.820512821,2035,3.105263158,114,2035,Children's|Comedy
425,Blank Check (1994),2.689655172,2.014925373,2036,2.21875,192,2036,Children's|Comedy
587,Candleshoe (1977),3.730769231,3.357142857,2037,3.537037037,162,2037,Adventure|Children's|Comedy
617,"Cat from Outer Space, The (1978)",3.046511628,2.864516129,2038,2.904040404,594,2038,Children's|Comedy|Sci-Fi
650,Cheetah (1989),1,,2039,1,2,2039,Adventure|Children's
740,"Computer Wore Tennis Shoes, The (1970)",3.133333333,2.887755102,2040,2.9453125,256,2040,Children's|Comedy
746,Condorman (1981),2.96,2.608333333,2041,2.668965517,580,2041,Action|Adventure|Children's|Comedy
828,D2: The Mighty Ducks (1994),2.766666667,2.571428571,2042,2.632124352,386,2042,Children's|Comedy
847,Darby O'Gill and the Little People (1959),3.392156863,3.214953271,2043,3.272151899,474,2043,Adventure|Children's|Fantasy
919,"Devil and Max Devlin, The (1981)",3,2.4,2044,2.538461538,52,2044,Comedy
1117,"Far Off Place, A (1993)",3.407407407,3.5,2045,3.454545455,220,2045,Adventure|Children's|Drama|Romance
1187,Flight of the Navigator (1986),3.757894737,3.403628118,2046,3.46641791,1608,2046,Adventure|Children's|Sci-Fi
1348,"Gnome-Mobile, The (1967)",3.777777778,2.769230769,2047,3.181818182,22,2047,Children's
1412,"Great Mouse Detective, The (1986)",3.575,3.461538462,2048,3.496183206,262,2048,Animation|Children's
1465,"Happiest Millionaire, The (1967)",3.875,2.904761905,2049,3.324324324,74,2049,Comedy|Musical
1525,Herbie Goes Bananas (1980),2.965517241,2.373333333,2050,2.538461538,312,2050,Adventure|Children's|Comedy
1526,Herbie Goes to Monte Carlo (1977),2.875,2.454545455,2051,2.554455446,303,2051,Adventure|Children's|Comedy
1551,Hocus Pocus (1993),3.065789474,2.728971963,2052,2.868852459,366,2052,Children's|Comedy
1567,"Honey, I Blew Up the Kid (1992)",2.295918367,2.243816254,2053,2.257217848,1143,2053,Children's|Comedy|Sci-Fi
1568,"Honey, I Shrunk the Kids (1989)",2.960629921,2.92414665,2054,2.933014354,5225,2054,Adventure|Children's|Comedy|Fantasy|Sci-Fi
1579,Hot Lead and Cold Feet (1978),2.857142857,2.828571429,2055,2.833333333,84,2055,Comedy|Western
1666,In Search of the Castaways (1962),3.833333333,3.333333333,2056,3.5,36,2056,Adventure|Children's
1678,"Incredible Journey, The (1963)",3.342857143,3.339285714,2057,3.340659341,182,2057,Adventure|Children's
2333,"Negotiator, The (1998)",3.575539568,3.615151515,2058,3.608260325,1598,2058,Action|Thriller
2516,"Parent Trap, The (1998)",3.440366972,3.176100629,2059,3.28358209,536,2059,Children's|Drama
244,BASEketball (1998),2.789473684,3.018292683,2060,2.994535519,183,2060,Comedy
1277,Full Tilt Boogie (1997),,3.571428571,2061,3.571428571,7,2061,Documentary
1390,"Governess, The (1998)",3.358974359,3,2062,3.2,140,2062,Drama|Romance
2942,Seventh Heaven (Le Septiï¿½íe ciel) (1997),3,2.2,2063,2.5,16,2063,Drama|Romance
2824,Roger & Me (1989),4.077777778,4.072815534,2064,4.073934837,1596,2064,Comedy|Documentary
2691,"Purple Rose of Cairo, The (1985)",3.590277778,3.602985075,2065,3.599164927,1437,2065,Comedy|Drama|Romance
2483,Out of the Past (1947),4.037037037,4.189873418,2066,4.150943396,106,2066,Film-Noir
950,Doctor Zhivago (1965),4.094972067,4.051948052,2067,4.065602837,1692,2067,Drama|Romance|War
1110,Fanny and Alexander (1982),3.87804878,3.885057471,2068,3.8828125,128,2068,Drama
3429,"Trip to Bountiful, The (1985)",3.833333333,3.75,2069,3.785714286,140,2069,Drama
3290,Tender Mercies (1983),3.905405405,3.905263158,2070,3.90530303,264,2070,Drama
166,And the Band Played On (1993),4.137254902,3.841666667,2071,3.929824561,171,2071,Drama
3,"'burbs, The (1989)",2.793478261,2.962085308,2072,2.910891089,303,2072,Comedy
1109,Fandango (1985),3.923076923,3.603773585,2073,3.666666667,66,2073,Comedy
2363,"Night Porter, The (Il Portiere di notte) (1974)",3.833333333,3.4,2074,3.523809524,21,2074,Drama
2143,Mephisto (1981),3.869565217,3.689655172,2075,3.740740741,162,2075,Drama|War
456,Blue Velvet (1986),3.535031847,3.83501006,2076,3.762996942,1308,2076,Drama|Mystery
1770,"Journey of Natty Gann, The (1985)",3.681818182,3.352272727,2077,3.493506494,308,2077,Adventure|Children's
1781,"Jungle Book, The (1967)",3.831050228,3.808988764,2078,3.81626506,2656,2078,Animation|Children's|Comedy|Musical
1814,Kidnapped (1960),3.75,3.5,2079,3.571428571,28,2079,Children's|Drama
1865,Lady and the Tramp (1955),3.990595611,3.695412844,2080,3.804398148,4320,2080,Animation|Children's|Comedy|Musical|Romance
1948,"Little Mermaid, The (1989)",3.975935829,3.632375189,2081,3.756521739,5175,2081,Animation|Children's|Comedy|Musical|Romance
2168,"Mighty Ducks, The (1992)",3.153846154,2.778210117,2082,2.886426593,722,2082,Children's|Comedy
2263,"Muppet Christmas Carol, The (1992)",3.858823529,3.485875706,2083,3.606870229,524,2083,Children's|Musical
2351,Newsies (1992),3.861111111,2.666666667,2084,3.129032258,186,2084,Children's|Musical
7,101 Dalmatians (1961),3.79144385,3.5,2085,3.596460177,1130,2085,Animation|Children's
2454,One Magic Christmas (1985),3.583333333,3.529411765,2086,3.551724138,58,2086,Drama|Fantasy
2558,Peter Pan (1953),3.787878788,3.595959596,2087,3.65993266,2376,2087,Animation|Children's|Fantasy|Musical
2621,Popeye (1980),2.625,2.585831063,2088,2.59447983,1413,2088,Adventure|Comedy|Musical
2770,"Rescuers Down Under, The (1990)",3.25974026,3.166666667,2089,3.19665272,478,2089,Animation|Children's
2771,"Rescuers, The (1977)",3.607594937,3.411764706,2090,3.473895582,498,2090,Animation|Children's
2777,Return from Witch Mountain (1978),3.111111111,2.765957447,2091,2.849462366,372,2091,Children's|Sci-Fi
2778,"Return of Jafar, The (1993)",2.347826087,2.47008547,2092,2.435582822,489,2092,Animation|Children's|Musical
2784,Return to Oz (1985),2.753846154,2.881516588,2093,2.851449275,1104,2093,Adventure|Children's|Fantasy|Sci-Fi
2816,"Rocketeer, The (1991)",2.947368421,3.138263666,2094,3.108695652,2208,2094,Action|Adventure|Sci-Fi
2957,"Shaggy D.A., The (1976)",3.068965517,2.94047619,2095,2.973451327,226,2095,Children's|Comedy
3026,Sleeping Beauty (1959),3.9375,3.573667712,2096,3.71037182,1533,2096,Animation|Children's|Musical
3075,Something Wicked This Way Comes (1983),3.618181818,3.443037975,2097,3.488262911,426,2097,Children's|Horror
3084,Son of Flubber (1963),3.315789474,3.087719298,2098,3.144736842,152,2098,Children's|Comedy
3088,Song of the South (1946),3.647058824,3.581699346,2099,3.601809955,884,2099,Adventure|Animation|Children's|Musical
3122,Splash (1984),3.509915014,3.396296296,2100,3.430782459,3489,2100,Comedy|Fantasy|Romance
3129,Squanto: A Warrior's Tale (1994),3.714285714,3.375,2101,3.533333333,30,2101,Adventure|Drama
3168,Steamboat Willie (1940),3.464285714,3.354609929,2102,3.385786802,788,2102,Animation|Children's|Comedy|Musical
3265,Tall Tale (1994),3,3.115384615,2103,3.081081081,74,2103,Adventure|Children's
3299,Tex (1982),3.416666667,3.275862069,2104,3.339622642,53,2104,Drama
3433,Tron (1982),3.14893617,3.390832328,2105,3.355670103,3880,2105,Action|Adventure|Fantasy|Sci-Fi
3245,Swing Kids (1993),3.614035088,3.15625,2106,3.297297297,370,2106,Drama|War
1451,Halloween: H20 (1998),2.575,2.716981132,2107,2.688442211,398,2107,Horror|Thriller
1861,L.A. Story (1991),3.75,3.689303905,2108,3.706666667,1650,2108,Comedy|Romance
1753,"Jerk, The (1979)",3.660869565,3.76419214,2109,3.743455497,573,2109,Comedy
869,Dead Men Don't Wear Plaid (1982),3.134146341,3.301754386,2110,3.264305177,1101,2110,Comedy|Crime|Thriller
2074,"Man with Two Brains, The (1983)",3.25,3.221774194,2111,3.227564103,312,2111,Comedy
1394,Grand Canyon (1991),3.43877551,3.508064516,2112,3.488439306,692,2112,Crime|Drama
1403,Graveyard Shift (1990),2.181818182,2.147058824,2113,2.151898734,158,2113,Horror|Thriller
2492,"Outsiders, The (1983)",3.844155844,3.620111732,2114,3.6875,256,2114,Drama
1685,Indiana Jones and the Temple of Doom (1984),3.674311927,3.676567657,2115,3.676131322,2254,2115,Action|Adventure
1982,"Lord of the Rings, The (1978)",3.306451613,3.337765957,2116,3.333333333,1752,2116,Adventure|Animation|Children's|Sci-Fi
2387,Nineteen Eighty-Four (1984),3.777777778,3.710743802,2117,3.71942446,556,2117,Drama|Sci-Fi
873,"Dead Zone, The (1983)",3.642857143,3.713355049,2118,3.702479339,726,2118,Horror|Thriller
2116,Maximum Overdrive (1986),1.909090909,2.336,2119,2.272108844,147,2119,Horror
2332,Needful Things (1993),2.843137255,2.968586387,2120,2.94214876,484,2120,Drama|Horror
816,Cujo (1983),2.822222222,2.71,2121,2.730612245,490,2121,Horror|Thriller
658,Children of the Corn (1984),2.555555556,2.413407821,2122,2.446351931,466,2122,Horror|Thriller
107,All Dogs Go to Heaven (1989),2.855263158,2.877697842,2123,2.869767442,430,2123,Animation|Children's
52,"Addams Family, The (1991)",3.186170213,3.163498099,2124,3.169467787,714,2124,Comedy
1066,Ever After: A Cinderella Story (1998),3.9,3.505102041,2125,3.713942308,832,2125,Drama|Romance
3051,Snake Eyes (1998),2.919191919,2.702020202,2126,2.745454545,1980,2126,Action|Crime|Mystery|Thriller
1170,"First Love, Last Rites (1997)",3.5,,2127,3.5,8,2127,Drama|Romance
2876,Safe Men (1998),3.5,3.263157895,2128,3.32,25,2128,Comedy
2880,"Saltmen of Tibet, The (1997)",5,3.571428571,2129,3.75,8,2129,Documentary
226,Atlantic City (1980),3.863013699,3.822510823,2130,3.832236842,912,2130,Crime|Drama|Romance
234,Autumn Sonata (Hï¿½ótsonaten ) (1978),3.7,3.75,2131,3.733333333,30,2131,Drama
3616,Who's Afraid of Virginia Woolf? (1966),4.02970297,4.096938776,2132,4.074074074,297,2132,Drama
56,Adventures in Babysitting (1987),3.455782313,3.208121827,2133,3.275415896,1082,2133,Adventure|Comedy
3575,Weird Science (1985),3.375,3.435960591,2134,3.423529412,510,2134,Comedy
948,Doctor Dolittle (1967),3.243243243,3.182926829,2135,3.201680672,476,2135,Adventure|Musical
2416,"Nutty Professor, The (1963)",3.333333333,3.089285714,2136,3.148648649,222,2136,Comedy
647,Charlotte's Web (1973),3.972972973,3.759312321,2137,3.822937626,994,2137,Animation|Children's
3563,Watership Down (1978),4.057142857,3.778723404,2138,3.842622951,1220,2138,Animation|Children's|Drama|Fantasy
2924,"Secret of NIMH, The (1982)",3.78313253,3.870629371,2139,3.850948509,738,2139,Animation|Children's
850,"Dark Crystal, The (1982)",3.844444444,3.606956522,2140,3.652112676,2130,2140,Children's|Fantasy|Sci-Fi
141,"American Tail, An (1986)",3.649253731,3.318518519,2141,3.428217822,1212,2141,Animation|Children's|Comedy
142,"American Tail: Fievel Goes West, An (1991)",2.904109589,2.7890625,2142,2.830845771,603,2142,Animation|Children's|Comedy
1910,Legend (1985),3.476744186,3.204460967,2143,3.270422535,1065,2143,Adventure|Fantasy|Romance
3013,Sixteen Candles (1984),3.923809524,3.622789784,2144,3.710709318,719,2144,Comedy
2643,Pretty in Pink (1986),3.619771863,3.211627907,2145,3.366522367,2079,2145,Comedy|Drama|Romance
3130,St. Elmo's Fire (1985),3.25,3.03125,2146,3.110795455,704,2146,Drama|Romance
696,"Clan of the Cave Bear, The (1986)",2.573770492,2.541176471,2147,2.54978355,231,2147,Drama
1584,House (1986),2.666666667,2.917241379,2148,2.885542169,332,2148,Comedy|Horror
1586,House II: The Second Story (1987),2.777777778,2.20212766,2149,2.252427184,206,2149,Comedy|Horror
1358,"Gods Must Be Crazy, The (1980)",3.714285714,3.730337079,2150,3.726618705,695,2150,Comedy
1357,"Gods Must Be Crazy II, The (1989)",3.333333333,3.115789474,2151,3.171875,128,2151,Comedy
79,Air Bud: Golden Receiver (1998),2.833333333,1.862745098,2152,2.115942029,138,2152,Children's|Comedy
238,"Avengers, The (1998)",1.915254237,2.017467249,2153,1.996527778,576,2153,Action|Adventure
1599,How Stella Got Her Groove Back (1998),3.04,2.492307692,2154,2.785714286,280,2154,Drama|Romance
3039,"Slums of Beverly Hills, The (1998)",3.5875,3.197860963,2155,3.314606742,267,2155,Comedy
355,"Best Man, The (Il Testimone dello sposo) (1997)",4.166666667,3,2156,3.777777778,18,2156,Comedy|Drama
641,"Chambermaid on the Titanic, The (1998)",3.428571429,3.153846154,2157,3.25,20,2157,Romance
1524,"Henry: Portrait of a Serial Killer, Part 2 (1996)",2,2.666666667,2158,2.6,40,2158,Crime|Horror
1523,Henry: Portrait of a Serial Killer (1990),3.414634146,3.494382022,2159,3.479452055,438,2159,Crime|Horror
2840,Rosemary's Baby (1968),3.746341463,3.848126233,2160,3.818820225,1424,2160,Horror|Thriller
2347,"NeverEnding Story, The (1984)",3.828877005,3.5234375,2161,3.605150215,2097,2161,Adventure|Children's|Fantasy
2345,"NeverEnding Story II: The Next Chapter, The (1990)",2.603773585,2.330645161,2162,2.412429379,531,2162,Adventure|Children's|Fantasy
227,Attack of the Killer Tomatoes! (1980),2.622222222,2.602484472,2163,2.606796117,412,2163,Comedy|Horror
3232,Surf Nazis Must Die (1987),,2.05,2164,2.05,20,2164,Drama
3699,Your Friends and Neighbors (1998),2.888888889,3.536585366,2165,3.376146789,109,2165,Drama
2785,Return to Paradise (1998),3.577777778,3.494949495,2166,3.520833333,288,2166,Drama|Romance
421,Blade (1998),3.221311475,3.522561863,2167,3.477132262,2427,2167,Action|Adventure|Horror
835,Dance with Me (1998),3.097560976,3.052631579,2168,3.075949367,158,2168,Drama|Romance
868,Dead Man on Campus (1998),2.6,2.695238095,2169,2.676923077,130,2169,Comedy
3676,Wrongfully Accused (1998),2.666666667,2.540540541,2170,2.552845528,246,2170,Action|Comedy
2356,"Next Stop, Wonderland (1998)",3.719101124,3.663551402,2171,3.68877551,588,2171,Comedy|Drama|Romance
3197,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",3.333333333,3,2172,3.25,4,2172,Comedy
2330,"Navigator: A Mediaeval Odyssey, The (1988)",3.68,3.529411765,2173,3.563636364,330,2173,Adventure|Fantasy|Sci-Fi
331,Beetlejuice (1988),3.599462366,3.557435441,2174,3.567892977,2990,2174,Comedy|Fantasy
1006,Dï¿½êï¿ Vu (1997),4,3.666666667,2175,3.833333333,36,2175,Drama|Romance
2838,Rope (1948),3.772727273,3.931972789,2176,3.895287958,191,2176,Thriller
1106,Family Plot (1976),3.318181818,3.180327869,2177,3.21686747,166,2177,Comedy|Thriller
1249,Frenzy (1972),3.666666667,3.662650602,2178,3.663157895,95,2178,Thriller
3396,Topaz (1969),2.75,3.258064516,2179,3.153846154,39,2179,Thriller
3399,Torn Curtain (1966),3.25,3.357142857,2180,3.327586207,58,2180,Thriller
2093,Marnie (1964),3.526315789,3.5875,2181,3.56779661,118,2181,Thriller
3674,"Wrong Man, The (1956)",3.703703704,3.535211268,2182,3.581632653,294,2182,Drama|Film-Noir|Thriller
2061,"Man Who Knew Too Much, The (1956)",3.844444444,3.962686567,2183,3.932960894,179,2183,Thriller
3435,"Trouble with Harry, The (1955)",3.769230769,3.537037037,2184,3.598639456,294,2184,Mystery|Thriller
1624,I Confess (1953),4,3.461538462,2185,3.588235294,17,2185,Thriller
3192,Strangers on a Train (1951),4.414814815,4.262247839,2186,4.304979253,964,2186,Film-Noir|Thriller
3132,Stage Fright (1950),3.714285714,3.526315789,2187,3.576923077,52,2187,Mystery|Thriller
28,54 (1998),2.701754386,2.782178218,2188,2.764478764,259,2188,Drama
1633,I Married A Strange Person (1997),3,3.789473684,2189,3.714285714,21,2189,Animation
3621,Why Do Fools Fall In Love? (1998),2.764705882,2.885714286,2190,2.846153846,52,2190,Drama
2145,"Merry War, A (1997)",3.25,2.5,2191,2.8,10,2191,Comedy
2927,See the Sea (Regarde la mer) (1997),3.5,3.2,2192,3.285714286,7,2192,Drama
3634,Willow (1988),3.658682635,3.453543307,2193,3.496259352,2406,2193,Action|Adventure|Fantasy
3496,"Untouchables, The (1987)",4.021164021,4.00533049,2194,4.007985803,3381,2194,Action|Crime|Drama
942,Dirty Work (1998),2.5,3.075630252,2195,3.007407407,135,2195,Comedy
1850,Knock Off (1998),,2.444444444,2196,2.444444444,27,2196,Action
1162,Firelight (1997),4.6,3.833333333,2197,4.181818182,11,2197,Drama
2203,Modulations (1998),,4,2198,4,2,2198,Documentary
3480,Under Capricorn (1949),2,2.571428571,2200,2.5,8,2200,Drama
2510,"Paradine Case, The (1947)",4,3.333333333,2201,3.4,20,2201,Drama
1928,Lifeboat (1944),3.813953488,3.976470588,2202,3.943661972,639,2202,Drama|Thriller|War
2948,Shadow of a Doubt (1943),4.352112676,4.234567901,2203,4.270386266,466,2203,Film-Noir|Thriller
2871,Saboteur (1942),3.944444444,3.788732394,2204,3.820224719,89,2204,Thriller
2233,Mr. & Mrs. Smith (1941),3.8,3.277777778,2205,3.515151515,33,2205,Comedy
3235,Suspicion (1941),4.322580645,3.828571429,2206,4.011976048,334,2206,Mystery|Thriller
1737,Jamaica Inn (1939),1,3.142857143,2207,2.875,8,2207,Drama
1864,"Lady Vanishes, The (1938)",4.3,4.124031008,2208,4.185929648,796,2208,Comedy|Mystery|Romance|Thriller
3698,Young and Innocent (1937),2.5,3.5,2209,3.3,20,2209,Crime|Thriller
2870,Sabotage (1936),3.125,3.804347826,2210,3.703703704,54,2210,Thriller
2921,Secret Agent (1936),2.5,3.8,2211,3.526315789,19,2211,Thriller
2060,"Man Who Knew Too Much, The (1934)",3.90625,3.8125,2212,3.8359375,128,2212,Thriller
3552,Waltzes from Vienna (1933),,1,2213,1,2,2213,Comedy|Musical
2413,Number Seventeen (1932),,3,2214,3,1,2214,Thriller
2789,Rich and Strange (1932),4.5,3.3,2215,3.5,24,2215,Comedy|Romance
1033,Elstree Calling (1930),,1,2217,1,2,2217,Comedy|Musical
1787,Juno and Paycock (1930),,2,2218,2,1,2218,Drama
2270,Murder! (1930),2.666666667,3.714285714,2219,3.4,20,2219,Mystery|Thriller
420,Blackmail (1929),2.5,3.222222222,2221,3.090909091,11,2221,Thriller
1124,"Farmer's Wife, The (1928)",,3.333333333,2223,3.333333333,3,2223,Comedy
2795,"Ring, The (1927)",3,,2226,3,1,2226,Drama
1969,"Lodger, The (1926)",3.875,3.307692308,2227,3.523809524,21,2227,Thriller
2848,Rounders (1998),3.266666667,3.680701754,2231,3.608695652,690,2231,Crime|Drama
815,Cube (1997),3.53125,3.457711443,2232,3.467811159,466,2232,Sci-Fi|Thriller
934,Digging to China (1998),2,1.5,2233,1.6,5,2233,Drama
1914,Let's Talk About Sex (1998),3,1.714285714,2234,1.875,8,2234,Drama
2455,One Man's Hero (1999),,2,2235,2,2,2235,Drama|War
